Age,Income,Tier,Review,Product Name,Theme 1,Theme 2,Theme 3
26,23285,2,"It is very good, the money came in handy during the financial crisis, thank you.",Loan,Quick Approval & Disbursal,Overall Satisfaction & Utility,
37,62361,0,it provide decent reward which is greater than any other upi,UPI App,Rewards & Cashback,,
25,33498,2,It takes only 1-2hours to disburse my amount.. and easy to process. .,Loan,Quick Approval & Disbursal,,
54,47224,3,It very good app i recommend this app they will satisfy ðŸ’¯ percent,Generic,App Performance,Overall Satisfaction & Utility,
21,40884,2,"It was an excellent app—truly quick, and the amount was transferred immediately.",UPI App,User Interface,App Performance,
31,26265,0,it was great experience the disbursement is very quick and all the steps followed are very easy to understand,Loan,Quick Approval & Disbursal,User Interface,
59,71941,0,It was superb experience till now and I need same service from app thanks a lot,Generic,Overall Satisfaction & Utility,,
35,77543,3,It was very easy process and intrest rates are really low as compared to competition. The money was credited within seconds. Repayment option is very easy with affordable EMI. I have used multiple loan apps. app is one of the best,Loan,Application & Onboarding Process,App Performance,
27,52795,0,It was very fast in just 15 minutes it got verified and amount got disbursed... really amazing...5 star,Loan,Quick Approval & Disbursal,App Performance,Overall Satisfaction & Utility
29,56269,0,It was very fast process. Didn't take much time for disbursal of amount,Generic,App Performance,,
49,55259,0,It was very seemless process got amount disbursed within 30 mins nice application for loan till now thanks .,Loan,Quick Approval & Disbursal,,
37,22400,1,It was very smooth process and initially amount was credited with no time after processed thank you app !!,Generic,Application & Onboarding Process,Overall Satisfaction & Utility,
42,77106,0,it's a good app for easily payable emis which was having low rate of interest compared to other apps.we can trust the app since it is Nbfc approved. i am not able to apply the loan from last 2 ys even though i paid well in advance. please look into the issue.,Loan,App Performance,Market Position & Comparison,
43,111127,1,It's a nice app & I have got the loan with in half an hour Thank you app,Loan,Overall Satisfaction & Utility,,
29,98716,2,it's a nice application and for every payment you will get points,UPI App,App Performance,,
21,36013,2,It's a really superb app aap bure waqt ka sath only and only app aap please go for it you will really get the help thanks Anita madam for giving me the app company information 🙏🌹,Generic,Overall Satisfaction & Utility,,
47,49779,0,it's a super aap. got 448 cash back already,UPI App,Rewards & Cashback,,
33,46000,2,It's a very good apps for instent money problem. They help me with in 2 hr.its very easy to take money. Thanks,Loan,App Performance,Overall Satisfaction & Utility,
54,28820,0,it's actually good . I use it for making payment. little slow still good,UPI App,App Performance,,
60,33099,3,it's amazing to use tq so much dear # xyz pay,UPI App,App Performance,Overall Satisfaction & Utility,
36,80098,3,It's awesome online payment I just love it,UPI App,App Performance,Overall Satisfaction & Utility,
29,93904,3,"it's easy to get credited ur loan to ur account, not much process. Easy to use.",Loan,User Interface,,
33,61346,0,"It's good , The user interface is very friendly. No bugs or delays, just direct Point to point details. No misleading information.It Can be trusted and Good returns on upi transactions",UPI App,Rewards & Cashback,App Reliability,Criticisms & Issues
31,58090,0,It's good there is very simple process and fast disbursed available here I like it so much,Loan,Quick Approval & Disbursal,Application & Onboarding Process,App Performance
27,83508,0,it's gud application cash back option is best idea,UPI App,Rewards & Cashback,,
43,79700,1,"It's interface is user friendly and has various options for taking loan which is also instant , the overall experience of the app was good 😊",Loan,User Interface,,
45,116204,3,it's is a good transfer appp having good cashback,UPI App,Rewards & Cashback,,
40,103754,1,it's is a very good app for earning cash rewards I like it thanku xyz,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
43,93544,2,it's nice payment option and it's only the option of good reword,UPI App,Rewards & Cashback,App Performance,
48,86173,1,it's one of the best UPI payment of my experience.. it's provided a lot of rewards on each payment ‚ô•Ô∏è,UPI App,Rewards & Cashback,App Performance,
25,33892,2,It's one of the best UPI. More importantly it's made in india.,UPI App,Overall Satisfaction & Utility,,
46,37528,2,it's really a good and secure application and each transaction u will get something,UPI App,User Interface,,
52,10901,2,"It's really excellent app. I have recently taken loan from this app and I was very impressed with their services. Very simple and quick digitally process. No need to go anywhere and any branch. After processing the Loan, the loan was disbursed within 2 hours. My suggestion would be to use app app for emergency fund. Really it's very thanks fully app.",Loan,Quick Approval & Disbursal,User Interface,Loan Terms & Features
53,57939,3,it's really good app. this app gives easy cashback in every payments. this app is easy to use. I am satisfied with this app üòÅüôÇ,UPI App,User Interface,Rewards & Cashback,App Performance
21,20258,1,it's really good. it helps me a lot to clear my financial needs wen it's required. thank you app,Generic,User Interface,Overall Satisfaction & Utility,
26,39108,0,It's sometimes Gives Large amount of Coins but Sometimes Zero . I mean when I make a big payment then it will give me zero and on small payment it gives extra coins ü§£ü§£,UPI App,Rewards & Cashback,App Performance,
23,38414,2,"It's very amazing experience on this application... They are very fast and their customer service is excellent.. Easy to get instant personal loan. Such a wonderful application, very easy and quick process,",Loan,Quick Approval & Disbursal,User Interface,App Performance
29,71440,3,It's very easy use and loan & increased on time payment. Overall very good experience easy to use it has less process to get loan.,"Loan, UPI App",User Interface,App Performance,Overall Satisfaction & Utility
56,57502,0,it's very good and very trustworthy app ! I have always relied on app during my difficult times ! thank you 😊,Generic,Overall Satisfaction & Utility,,
37,52294,2,"It's very good app regarding financial terms and it is easy to use, within 4-5 steps your work will done. Feeling great to use this app 🙂",Generic,User Interface,App Performance,Overall Satisfaction & Utility
33,81555,0,it's very good l am getting a reward from this app,UPI App,Overall Satisfaction & Utility,,
35,98637,3,it's very nice easy money transactions,UPI App,User Interface,,
29,63975,0,its a very satisfying upi aap ..Give 100% cashback on every transaction üíØüíØ,UPI App,Rewards & Cashback,,
38,11654,1,its clear & accurate i have taken loan behalf of Tatahealth insurence . its A smooth experiance,Loan,User Interface,,
42,73883,1,its really helpful for me ... thnx app for your services and for loan that you provide me ..one of the best app I have used for loan purpose! 😊,Loan,Loan Terms & Features,,
45,101266,1,jab se xyz app Kiya hu supar fat pement hota h or parsentj bhiil ta htenku xyz aapko bhi karna chahiye,UPI App,Rewards & Cashback,,
45,96817,0,just downloaded the app app for my Phone and am loving it It's the best app have seen by far The interface is really well designed.,Generic,User Interface,,
22,108021,0,just one word superb payment method at this time ‚ù§Ô∏èüòç,UPI App,App Performance,,
39,27000,2,"koi bhi application customer ko jyada Se jyada reward point deti Hai to Ham grahak usi ko jyada use karte hain yah Mera manana hai,isliye Mera xyz app ko saggestion Hai ki aap grahak ko har transection par jyada Se jyada reward point De dhynwad xyz teams",UPI App,Rewards & Cashback,,
56,74808,1,"Kudos to the developers! This app is exactly what I was looking for – fast, safe, and simple to use!!",Generic,App Performance,,
22,27011,2,"l've tried several personal loan apps in the past,but non have immpressed me as much as this one. The app offer competitive interest rates allows me to customize my loan amount and repayment tenure according to needs.....","Loan, UPI App",App Performance,,
52,69064,0,like the app smooth payment transfer and also allow free cash for referral overall a good app,UPI App,Rewards & Cashback,App Performance,
60,115343,1,Loan against mutual funds interest rate achha tha compared to others.,Loan,Loan Terms & Features,,
41,34643,3,"Loan amount milne ke baad kaafi choices hain, apne needs ke hisab se select kar sakte hain.",Loan,Loan Terms & Features,,
58,110239,2,Loan app is worth app. We can get an instant personal loan within minutes. Highly recommended app,Loan,Quick Approval & Disbursal,Overall Satisfaction & Utility,
52,19822,3,loan esthara evara urika 33000 in just one click ani msgs mathram pampakande vedio call radu em ledu ani saralu click chayali,Loan,,,
21,23256,1,"Loved the App, there are no transaction failures earning xyz Coins everyday and my suggestions are please bring dark mode and NCMC Card recharge in this app",UPI App,User Interface,Rewards & Cashback,
35,37062,2,Mai xyz upi app se bhut satisfied hu or ik suggestion bhi dena chta hu please provide Bsnl prepaid recharge plans on your platform.,UPI App,Overall Satisfaction & Utility,,
49,54314,0,"maine app se loan liya hai, aur wo kredit bee par bata raha hai to mujhe samajh nahi aa raha ki mai emi kaha se paid karu",Loan,,,
29,19554,0,Mavi UPI is the best UPI I have experienced from sip to investing and payment to cashback all is very much good üëç,UPI App,Rewards & Cashback,App Performance,
34,63592,2,me aur logo ko battonga xyz UPI ke bare me love you xyz,UPI App,,,
22,38642,3,me bhi chalata hu friends mere ko nehi milta hai 10 par 1 rupya yeh to frod hai ha par payment jarur ho jata hai,UPI App,App Performance,,
42,27857,0,Mera Nabi app kyon nahin khul raha hai naahi download ho raha hai gangu ke naam se account banaya jaaye main pahle download kiya tha to payment ho jata tha lekin river nahin milta tha aur jab Main dusri Baji mein download kar kar delete Kara to fir Maine download FIR Kiya uske bare mein sab kuchh hoga Lekin vah number sim se link nahin ho raha tha Koi Na Koi dikkat a hi jata tha please mera problem solve kar dijiye jab Main download karta hun to download nahin hota download bhi ho jata hai to,UPI App,App Performance,,
26,114774,1,mere bahut tarnjeksan karta tha lekin mujhe case bak nhi mil raha he fir bhi me aap ki company ko 5 star ‚≠ê de raha q ki pehle pehle mujhe bahut case bak diya is liye,Generic,,,
35,77812,3,Mind blowing I love this application actually it's take only around 10 mins and I'll get 50k loan in my account without any hustle so amazing,Loan,Quick Approval & Disbursal,Overall Satisfaction & Utility,
33,95707,0,more cash back give please xyz app but service is very good,UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
33,81089,0,more than 1 week in doing uninstall an reinstall.but problem not sloved,Generic,Criticisms & Issues,,
21,88001,1,most use full xyz upi is best upi app ü•∞üëç,UPI App,Overall Satisfaction & Utility,,
26,117715,2,Mr.Hari Done a Good Job More people will get Benefit if the Rate of Interest is less.,Loan,Rewards & Cashback,,
54,113621,2,Much better than other UPI apps. Here you get commission on every transaction. I like it very much. i love it' ‚ù§Ô∏è,UPI App,Rewards & Cashback,App Performance,
48,14864,1,muje abi sir itne payment ke bad 21 ban mile,UPI App,App Performance,,
44,90314,1,mujhe bahut achcha Laga sabse us karne mein achcha lag raha hai upi chalane wale har vyakti ko chalana chahie,UPI App,,,
60,107357,3,mujhe pahle payment pe to 5 rupee mile hai,UPI App,App Performance,,
48,41433,1,My amount is getting autodebited again and again even after paying the installment. No support.,Loan,Customer Support,App Performance,
54,47390,3,"My experience is good with app. Before emi date they will chase. I cleared all my credit with app, After paying off full amount not received no due certificate. Customer care number is useless should say never connects always busy, even if gets connect noisy background and can't hear them. Overall experience is good. It would be great if they provide Good customer support/ service and automode NOC issuance would've implemented. Thanks",Loan,Customer Support,App Performance,
56,15710,3,"My experience with app app is really great , i can easily do payments with help of app app",Generic,App Performance,,
58,41128,2,my favourite money transfer apps is xyz upi,UPI App,Rewards & Cashback,,
38,25382,3,nabhi aapka cashback bahut Achcha deta hai,UPI App,Rewards & Cashback,,
26,73508,3,"nabhi app is very good, with this I pay money to someone and I get coins in return and in return of coins I get money, I also thank you very much.‚ò∫Ô∏è",UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
25,61374,1,nabhi upi se earning achcha aata hai pratyek din sabhi logon Ko nabhi upi nabhi upi share karne par bhi coin milta,UPI App,Rewards & Cashback,,
38,65803,0,Nabi upi is a very very real cashback app and any transaction then you have a coins and convert get to cash,UPI App,Rewards & Cashback,,
58,44109,0,Navy app is very good app Navy Navy ap is very interested app is transaction money for good this is not survey down this progress is good this is a interested app this is a happy money send app this is a good app is chij se hamen bahut acche se money transfer ho sakti hai ismein jyada Se jyada Maine transfer kar sakte hain ismein server down ka Koi dar nahin rahata aur transaction bhi acche se hota hai ismein koi dikkat wali baat nahin Hoti isko chalana bahut aasan hai isase Ham Kisi bhi prakar,UPI App,App Performance,Overall Satisfaction & Utility,
49,91423,1,Needed 80000 personal loan and app didn’t disappoint. Fast and clean app.,Loan,App Performance,,
41,105149,1,Needed money urgently to repair my car. app saved my day. Great experience.,Generic,Quick Approval & Disbursal,,
36,99062,1,next level aap very safe secure and pr payment cashback and xyz coins and very safe extreme level aap good aap dawnload for play store and gogle chorme esy dawnload method,UPI App,Rewards & Cashback,App Performance,
34,109951,3,nice aap yeh aap mujhe bahut hi jyada achha laga kyuki isne mujhe aur mere payment karne mai bahut hi jyaada help Kiya hai mai apna pura payment isi se kar raha hun aur aage bhi isi se karunga aur maine is aap ko refer karke bhi kafi rupaye kama chuka hun aur mai aur jitna ho sakta haj mai refer kar ke kamaaunga isne mujhe paise kamane mai bahut hi jyaada helped kiya hai mai is aap ko ab bahut hi jyada use karta hun aur ab mai isi aap per jyad time bhi de raha hun mai to kehta hun ki aap bhi,UPI App,App Performance,,
49,112632,0,Nice and smooth interface for new users in app loan. THANKS to app loan😊😊👍👍,Loan,Quick Approval & Disbursal,,
26,50220,3,"Nice app and simply super and I tried all app but no chance at last I tried app, even though my cibil is less and have low chances they provided me with in 10min.",Loan,Quick Approval & Disbursal,,
57,20787,2,nice app for all services every upi payment cashback I love it thank you,UPI App,Rewards & Cashback,Loan Terms & Features,App Performance
23,43722,3,nice app for my personally favourite all over good app xyz coin ü™ôü™ôü™ôü™ôü™ô is supar se bhi upar hai very very very good,UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
60,27936,3,nice app for upi transactions.. increase coins for old loyal customers üòâ,UPI App,Rewards & Cashback,,
56,24576,1,nice app frst payment ‚ù§Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è,UPI App,App Performance,,
27,63928,1,nice app gey har tranzeks par 10 coin milte gey supper duppar app hey üëåüèª,UPI App,Rewards & Cashback,,
39,70920,2,nice app har pement me cash back milta hai,UPI App,Rewards & Cashback,,
59,71393,0,nice app lekin coin jyada deta ab utna nahi deta haiüëéüëéüëé,UPI App,Rewards & Cashback,,
32,63666,1,nice app so many money rewards on this app and so easy app I love it I am uninstalling my all goggle pay ane phone'pe and Paytm app this aap is very useful and easy ‚ù§Ô∏è,UPI App,Rewards & Cashback,App Performance,
42,56256,3,nice app very nice this app is online payment,UPI App,App Performance,,
49,111747,1,Nice app with best cashback rewards.. it's awesome,UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
38,90275,0,nice app. very easy to take loan from this app and very trusty app.,Loan,,,
41,90394,0,Nice application for personal loan. very fast service. Instant disbursal of loan amount. within few minutes you will get money in ur account.,Loan,Quick Approval & Disbursal,App Performance,
42,28022,2,Nice application for personal loan. Very fast service. Instant disbursal of loan amount. Within few minutes you will get money in ur account. 👍,Loan,Quick Approval & Disbursal,App Performance,
49,57181,0,Nice apps online payment ho bhi jata h or cash bak bhi milta h or good app,UPI App,App Performance,,
55,24046,2,nice asp and nice coin and very nice withdraw,UPI App,Rewards & Cashback,,
52,117907,1,Nice experience with app as I have received the instant amount required for urgent need ... Thanks to all the supporting agents who guided me till the amount got credited and after then also enquired about the amount is been credited or not.... I really like it thank you so much app AND ITS SUPPORTIVE AGENTS,Loan,Quick Approval & Disbursal,User Interface,Customer Support
48,40892,1,nice experience with this app and it's very fast and reliable this app make payment very easily,UPI App,App Reliability,App Performance,
40,41769,0,"Nice loan renting application. I needed money urgently on that time I got this app and I like the process of it, it was smooth and fast highly recommend if someone needs urgent money",Loan,App Performance,Overall Satisfaction & Utility,
31,117365,0,nice platform I am very happy because every transaction most beautiful reward points I parsonaly I proud of you....I love xyz UPI....all people stasted... this is aap original... points converter to 1 minutes credit to Bank account.....,UPI App,Quick Approval & Disbursal,,
22,51678,3,nice rikvayar is one apk best regards this apk best promush this one apk best muje ye apk bhot nice laga par peyment par rivod or kes beg bhi milta haa is me bhot nhi teknik bhi haa jis se aap ko dusre apk me nhi mil thi haa ok thanks,Generic,,,
24,41468,3,nice save apps any time cash back 100% use this apps,UPI App,Rewards & Cashback,,
23,34097,3,"nice services, instant loan approved, if applicable then reduce interest rate and give More month to repay loan",Loan,Quick Approval & Disbursal,Loan Terms & Features,App Performance
22,89549,0,"Nice user experience to getting personal loan from app,very good app",Loan,App Performance,Overall Satisfaction & Utility,
31,16590,0,nice work payment and conins com back peyment üíØüíØ,UPI App,App Performance,,
33,70718,0,nice xyz upi (kisi bhi payment per xyz coin milte hai jo ouro app ki tulna me better hain very nice üëçüëçüëçüëçüëç,UPI App,Rewards & Cashback,App Performance,
34,85592,0,nice xyz upi app transition verry good thanks you xyz app,UPI App,User Interface,,
41,63407,3,nice üëç‚ù§Ô∏è ap xyz UPI pa karne kaliye,UPI App,,,
29,11899,2,nice üëçüôÇ first payment 5 rupees mila 100 milega bola 5 rupees mila fir bhi kush na Milna se atcha Kush mile so like app,UPI App,App Performance,,
45,44261,0,nice.... but ek baar me coine ki jagha rupye direct diya ja sakta h,UPI App,Rewards & Cashback,,
50,21256,0,no üòî received payment refar 200 rs üö´,UPI App,App Performance,,
35,78124,3,number one cashback payment app üòçüëçüèª,UPI App,Rewards & Cashback,App Performance,
23,48822,3,nyc app easy to use with more useful features compared to other apps like phonepay. I like this try once if you don't have any cards,Generic,User Interface,App Performance,Market Position & Comparison
39,92860,1,ok bahut acha hay.. reward turant mila wow üò≤,UPI App,,,
39,33765,0,on every every upi transaction I get some paisa but this paisa helped me as saved rupees oneday‚ù§Ô∏è‚ù§Ô∏è,UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
38,85370,0,on time payment will give benefits of Top up loans. according to our EMI tenure and amount we can choose it. Tku app,"Loan, UPI App",Rewards & Cashback,Loan Terms & Features,App Performance
37,79244,3,One of the best app it helps for my education financial loan it is very useful for me,Loan,Quick Approval & Disbursal,,
46,96286,0,One of the best application for any payments with supb rewards...üëåüëåüëå,UPI App,Rewards & Cashback,App Performance,
30,111940,1,One of the best application this is the best application with best conceptal information I liked it,Generic,,,
50,77850,1,One of the best application with nice interface and security. Very reliable and helpful to use with beneficial returns,Loan,App Reliability,,
54,104550,0,One of the best UPI app get cashback after every transaction better than google pay phone pe other UPI app,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
44,111635,2,"One of the fastest application, easy to use, and moreover very helpful app.",Generic,User Interface,App Performance,Overall Satisfaction & Utility
23,85482,3,One of the great apps to borrow money in few minutes. A very seamless process. Thanks app team.,Loan,Quick Approval & Disbursal,Overall Satisfaction & Utility,
47,62438,2,op cashback milta he ye app me love you app modreter,UPI App,Rewards & Cashback,,
50,11789,3,"overall good experience. but one thing, I feel that must be added is to allow customise the UPI id because when we pay they seller automatically get my number through the UPI id because by default the id has created like - phone no@xyz.... so merchant can see that id and can easily get the number",UPI App,App Performance,Overall Satisfaction & Utility,
60,26624,2,Past one half and year you block my limit can't able to borrow limit,Loan,,,
54,29344,2,Pathetic app never mentioned or took bounce charges and other hidden charges but from this month its adding amounts upon amounts without any update. Did not contact on sms/whatsapp for payment and gave my details to agency. Worst app ever,UPI App,App Performance,,
31,36296,3,Pay with app provide loans and High quality service at a very less interest,"Loan, UPI App",App Performance,,
52,65340,0,payment fast transfer very successful good choice,UPI App,App Performance,,
32,59568,3,personal loan the app is user friendly interface with in intuitive that simplifiles the application process.,Loan,User Interface,,
59,74127,3,Phele coin Jayada aata tha ab bhaut kaam atta h,UPI App,Rewards & Cashback,,
26,38294,2,Please add below option to increase users 1. Rent pay via credit card 2. wallet option like phonepe,UPI App,App Performance,,
42,55612,2,Please add the features on NFC Payment Mood.,UPI App,App Performance,,
28,84874,0,please don't install this app first give rewards then payment IT field and cut your money back to back this is very fake application first Giri awards then 5to 6 day your big payment is field money is credit but transition field did not give money back please do not install this app,UPI App,Rewards & Cashback,App Performance,
36,89476,1,point kam milte he bhut .... very bad üòû,Generic,,,
37,73375,1,Quick application and faster credit make this app very useful for everyone ❤,Generic,User Interface,App Performance,
39,98754,3,"Quick process, user-friendly app, transparent terms — highly recommend for emergencies!",Generic,User Interface,Overall Satisfaction & Utility,
43,97744,2,"Real personal loan with low interest rate, but can increase limit of the loan",Loan,Loan Terms & Features,,
52,116989,1,Really nice application recently I have taken some loan Im happy for this app I really loved it…,Loan,,,
46,117147,2,"Really nice experience with app. Hassle free process with no time you will get the amount as per your CIBIL score. Thanks a lot app ,☺️☺️☺️",Loan,Application & Onboarding Process,,
48,14058,3,really seamless transactions I just love this payment interface better than everything else I purchased gold as well got the best price u can sell the gold in real-time as well and a portion of gold can also be sold. overall top performance app,UPI App,Quick Approval & Disbursal,App Performance,
44,101695,1,"Really this UPI app is excellent for quick and safe payment and for gold investment even friendly simple to use ,but I request to this app owner to add dark mode in it please",UPI App,User Interface,App Performance,
25,37409,3,Recently explored the app. It has very good interface and provide hessle free personal loan. I'm satisfied with the service provided.,Loan,Overall Satisfaction & Utility,,
22,54451,2,Recently i just used the app app and this is the best and easiest app for personal loan.,Loan,Quick Approval & Disbursal,,
57,26462,2,"sab se Best upi app agar ye aap bhi kisi ko khrab lag rha h to use bda chu**"""""""" coi aur nhi hoga thank you ‚ú® great application",UPI App,Overall Satisfaction & Utility,,
55,33414,2,"Sab Thik Hai, PPI Licence Kar Le Rhe Ho, Yaha Tak Amazon, MobiKwik, PhonePe Ke Pass Bhi, xyz Thoda In dono ke comparison smooth lagta hai",UPI App,,,
60,21358,2,sabse fast payment sabse best apps I like it ü´∂üèªü´∂üèªü´∂üèªü´∂üèªü´∂üèªü´∂üèªüíØüëçüëçüëçüëçüëçüëçüëç,UPI App,Quick Approval & Disbursal,App Performance,
28,12976,1,sear sir mam namaste maine kal 1. pm pe 500send kiya abhi tha process me hai karan kya please check,Generic,,,
29,78412,1,self ac transfer ka option nahi he add kare,UPI App,,,
44,101308,3,service experience so good nice upi application,UPI App,,,
25,100338,2,shandar pay karne ke liye mujhe 50 rupae mile,UPI App,App Performance,,
42,68096,0,"shrif 1 coin milta hain har bar please xyz atleast 10 coin to do....2k,3k,5k v transfer karta hu to shrif 1 coin milta hain,other app dekho kitna reward deta hain",UPI App,Rewards & Cashback,,
48,12184,3,"smooth experience , money got in 2 min. no lag etc... appropriate it",Generic,User Interface,App Performance,
60,26703,1,so excited üòÉüòÉ claim xyz upi rewards,UPI App,Rewards & Cashback,,
45,104289,1,"so far, good!! hope to get more than 1 rupee, please",Generic,,,
47,119693,3,so good app best rewards instant cashback,"Loan, UPI App",Rewards & Cashback,,
23,115520,1,Such a very good experience with this app.. Very smooth process.. I like this app,Generic,Application & Onboarding Process,Overall Satisfaction & Utility,
58,59963,2,SUCH A WONDERFUL APP IT IS üòä CASHBACK SYSTEM IS VERY VERY GOID üëå,UPI App,Rewards & Cashback,,
60,36008,3,supar h bhai recharge bill payment baar baar milte coin üëçüèøüëçüèøüëçüèøüëçüèøüëçüèøüëçüèøüëçüèø,UPI App,Rewards & Cashback,App Performance,
21,23912,1,suparb i am using 1st time then better upi pement &receab appüö©üö©ü•∞ü•∞üáÆüá≥jai shree ramüôèüö©‚ù§,UPI App,Rewards & Cashback,,
54,100424,0,super and sabse best app cashback 100% safe 10 secure app,UPI App,Rewards & Cashback,,
30,114767,2,super app best service and any other payment time received coins and any payment and convert rupees in a coin,UPI App,Rewards & Cashback,App Performance,
36,81672,3,super app can We do easy and Faster UPI payments..,UPI App,Rewards & Cashback,App Performance,
28,78139,0,super app i would like to tq intrest rate good and every one is good,Generic,,,
34,55948,3,super effective app better game phone per Gpay and paytm windows app I purchase anything in online I get reward,UPI App,App Performance,,
21,99986,2,"Super fast app! I applied during lunch and by evening, the money was in my account.",Generic,App Performance,,
52,65620,3,"Super fast online process for claim, no paper work, populer trusted company",Generic,App Reliability,App Performance,
41,110981,1,super need more money reward ‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏èüòÑ,UPI App,Rewards & Cashback,,
39,97455,1,Thank you for the support. This app really helped me when I really needed money.,Generic,Customer Support,Overall Satisfaction & Utility,
44,93322,0,thank you for your lovely support 💕 it's good app for understanding men problems....i really appreciate 🙏,Generic,Customer Support,Overall Satisfaction & Utility,
32,37804,1,Thank you so much app. You helped me on that time when I need it badly. ☺️,Generic,Overall Satisfaction & Utility,,
53,74885,2,Thank you so much for loan I'm very happy 😌😌 guys this app is very good to people,Loan,Quick Approval & Disbursal,Overall Satisfaction & Utility,
53,111675,2,Thank you so much this app give me in amount I love you so much app,Generic,Quick Approval & Disbursal,Overall Satisfaction & Utility,
55,47954,2,Thank you so much to Mr. mr.akran ji for handling the customer for a very good experience,Generic,Customer Support,Overall Satisfaction & Utility,
22,92608,1,Thank you soo much app. You helped me at the right time and the procedure for disbursal was really easy. Trustable and easiest way to take a loan. Guys go for it.,Loan,App Reliability,Overall Satisfaction & Utility,
50,69564,3,thank you xyz for giving free coins i will use only xyz app for online transactions,UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
23,117293,3,Thanks for giving loans ...im completely resolved financial issue.how to close the account now please tell me,Loan,,,
26,62174,2,Thanks For xyz App Coin In A Greatfull Transection Free Coin Cash back...,UPI App,Rewards & Cashback,,
56,26380,3,Thanks for your gracious support in our precious time. God bless you.,Generic,Customer Support,,
44,43422,2,Thanks for your support (money view) Video KYC option not working. I'm try last 3 days please see (app team),Loan,Customer Support,App Performance,
55,88743,3,that's so helpful and get benifits any recharge any payment,UPI App,App Performance,,
31,26332,3,"that's very easy finest payment, I'm Happy for using it. must be try.",UPI App,App Performance,,
36,56500,0,The app app does't seek permission to access my contacts or private data. It's a relief to use an app that respects my privacy,Generic,Security & Privacy,,
26,49406,2,"The app app is fantastic it is easy to start using thanks to its very intuitive user interface. By setting up automatic recurapp payment, I know I'll never forget to pay a bill. With a straight forward layout that effortlessly walks you through the lending procedure, the app is highly user friendly",UPI App,User Interface,App Performance,
36,37985,3,"The app app is your one-stop solution for all your finance needs that is trusted by 2.5 million+ Indians. You can get a range of financial products such as personal loans, credit cards, fixed deposits, loans against mutual funds, credit score analyser and Buy Now Pay Later. Download the app app and get instant upgrades on your fingertips.","Loan, UPI App",App Reliability,App Performance,
58,67247,0,The app app makes getting a loan easy and saves time by cutting out the hassle.,Loan,Application & Onboarding Process,,
38,62118,0,The app app offers reliable home security with user-friendly features but occasionally experiences connectivity issues,"Loan, UPI App",User Interface,App Reliability,
34,74081,0,"The app credit limit service has been great so far, and it's the best option I've found it is a good app for instant credit limit approval. Also increasing the limit time to time Instant approval and credit limit. I really appreciate this app.",Loan,Quick Approval & Disbursal,Loan Terms & Features,
33,81127,3,The app is amazing and the loan facility is amazing. It is easy and fast,Loan,App Performance,Overall Satisfaction & Utility,
47,70341,1,"The app is amazingly convenient with a smooth process and instant account verification, making it worry-free.",Loan,Quick Approval & Disbursal,Application & Onboarding Process,Overall Satisfaction & Utility
31,17784,1,"The app is good and offers lifetime cashback. It's also fast and smooth for payments. However, it slightly lags for a few seconds while opening, which can be improved. Also, sometimes I don‚Äôt receive coins or cashback even after successful UPI payments. Hoping these small issues will be fixed in future updates. Keep up the good work!",UPI App,Rewards & Cashback,App Performance,
39,59158,2,The app is useful in all aspects and has a very user friendly interface I'm happy to download it,Generic,User Interface,,
49,106117,1,The app offers a fast and efficient way to get personal loans. Its streamlined process and quick approvals are perfect for handling urgent financial situations.,"Loan, UPI App",Quick Approval & Disbursal,User Interface,App Performance
48,110436,1,"The app's interface is intuitive,making the application process hassle- free.The required information is clear, and the steps are easy",Generic,User Interface,,
55,89421,2,"the best app for loans and customer service is fantastic, they are very professional they don't torcher like other companies Highly recommend the app",Loan,Customer Support,Overall Satisfaction & Utility,
41,36824,3,the best India's first online payment app good service xyz app,UPI App,Customer Support,App Performance,
21,27168,1,the best money income app ‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è... thanks xyz upi.....‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è.... .....‚ò∫Ô∏è‚ò∫Ô∏è‚ò∫Ô∏è,UPI App,,,
49,44210,3,the best payment aap 100% real chasback in every payment,UPI App,App Performance,,
54,103641,1,The best thing is that the app has no hidden charges and everything is clearly mentioned. Truly transparent process!!,Generic,Application & Onboarding Process,Loan Terms & Features,Security & Privacy
31,39919,3,"the bonus point found every payment is awosome, but after some transaction it seems to be greedy üòï, said more payment for receiving bonus point",UPI App,Rewards & Cashback,App Performance,
